account_origin,amount_received
800CCBE80,28668.36
800CCBE80,28668.36
800CCBE80,435521.02
800CCBE80,435521.02
800CCBE80,435521.02
800CCBE80,435521.02
800CCBE80,435521.02
800CCBE80,512688.13
800CCBE80,512688.13
800CCBE80,512688.13
800CCBE80,512688.13
800CCBE80,512688.13
800CCC2C0,3383.81
800CCD0C0,15379325.86
800CCD0C0,15379325.86
800CCD0C0,15379325.86
800CCD0C0,15379325.86
800CCD0C0,15379325.86
800CCD0C0,317597.29
800CCD0C0,317597.29
800CCD0C0,317597.29
800CCD110,3857.14
800CCD110,8420.3
800CCD110,9662.85
800CCD110,9662.85
800CCD110,9662.85
800CCDCC0,59071750.0
800CCDEB0,1256917.75
800CCDEB0,4582.31
800CCDEB0,4582.31
800CCDEB0,4582.31
800CCDEB0,7992.09
800CCDEB0,8105318.8
800CCE080,952694.33
800CCE750,4644.94
800CCE750,615353.1
800CCE750,773562.35
800CCF8D0,125290309.0
800CCF8D0,5239.28
800CCF8D0,5239.28
800CCF8D0,5239.28
800CCF8D0,7003.47
800CCF920,10058.73
800CCF920,10058.73
800CCF920,10058.73
800CCF920,14785.86
800CCF920,20368.64
800CCF920,2333599.96
800CCF920,23877.54
800CCF920,3363.98
800CCF920,3429.06
800CCF920,3429.06
800CCF920,3429.06
800CCF920,6987727.28
800CCF920,8147105.67
800CD0470,4201.58
800CD0470,4201.58
800CD0470,4201.58
800CD0470,4201.58
800CD0470,4201.58
800CD0470,5681.17
800CD0470,6940.03
800CD0780,6886594.93
800CD0B90,14835.08
800CD0BE0,13523.65
800CD0DD0,23494.07
800CD0DD0,23494.07
800CD0DD0,23494.07
800CD0DD0,689206.64
800CD0DD0,817113.51
800CD1B80,15661.76
800CD1B80,586337.48
800CD2FC0,12171155.88
800CD2FC0,25526.84
800CD2FC0,7521145.45
800CD2FC0,8900669.72
800CD6240,25207.58
800CD6430,30324219.18
800CD6430,30324219.18
800CD6430,30324219.18
800CD6430,3694.89
800CD6430,3876.68
800CD6430,4926.04
800CD6430,4926.04
800CD6430,4926.04
800CD6770,1221632.15
800CD6770,1221632.15
800CD6770,1221632.15
800CD6770,1221632.15
800CD6770,1221632.15
800CD6770,20720.47
800CD6770,20720.47
800CD6770,20720.47
800CD6770,20720.47
800CD6770,20720.47
800CD6770,3516.22
800CD6770,3516.22
800CD6770,3516.22
800CD6900,14733.06
800CD6900,5750.86
800CD7890,9176.81
800CD7890,9176.81
800CD7890,9176.81
800CD8530,51533171.0
800CD8530,8087.87
800CD8580,3070.67
800CD8580,32492727.64
800CD8580,338895.9
800CD8580,3716.45
800CD8580,7981.84
800CD99D0,3361.46
800CD99D0,5623.15
800CDB6C0,308670.58
800CDC3C0,3840.52
800CDC3C0,3840.52
800CDC3C0,3840.52
800CDE4D0,8465.14
800CDE920,15709.91
800CDEB60,4912.83
800CDEB60,4912.83
800CDEB60,4912.83
800CDFA20,412882.62
800CDFA20,420093.36
800CDFF50,3306.78
800CDFF50,5777.51
800CE0870,25856.36
800CE0870,335224.23
800CE1680,22194.84
800CE1680,3773.41
800CE1680,907942.32
800CE1AE0,16486.65
800CE1AE0,18846584.02
800CE1AE0,4147.95
800CE1AE0,4147.95
800CE1AE0,4147.95
800CE1AE0,5247717.69
800CE1D00,16351.54
800CE1D00,16351.54
800CE1D00,16351.54
800CE1D00,9718.49
800CE1D00,9718.49
800CE1D00,9718.49
800CE2B40,3486.02
800CE35A0,19087.17
800CE35A0,19087.17
800CE35A0,19087.17
800CE35A0,19087.17
800CE35A0,19087.17
800CE35A0,6474.74
800CE3690,14192.07
800CE3AE0,8079.36
800CE4000,19397.89
800CE4000,699455.18
800CE41F0,1888229.69
800CE41F0,24334.07
800CE41F0,547526.83
800CE41F0,547526.83
800CE41F0,547526.83
800CE41F0,547526.83
800CE41F0,547526.83
800CE41F0,769514.11
800CE41F0,9666.02
800CE41F0,9666.02
800CE41F0,9666.02
800CE4C90,21386.88
800CE4C90,21386.88
800CE4C90,21386.88
800CE4C90,5402.33
800CE4C90,5402.33
800CE4C90,5402.33
800CE6590,10655102.22
800CE6590,17091.15
800CE6590,17091.15
800CE6590,17091.15
800CE6590,73798891.1
800CE6590,7821.89
800CE6590,88864047.66
800CE6870,8641.55
800CE69A0,10619.04
800CE69A0,294067.57
800CE7510,5295.27
800CE7510,5295.27
800CE7510,5295.27
800CE7510,5295.27
800CE7510,5295.27
800CEA690,3818.73
800CEA690,3818.73
800CEA690,3818.73
800CEA690,3818.73
800CEA690,3818.73
800CEB150,3663.22
800CEB150,3663.22
800CEB150,3663.22
800CF0A00,317371.05
800CF0A00,7698.06
800CF0EF0,4397365.0
800CF3000,7688.78
800CF3380,27615.12
800CF3380,27615.12
800CF3380,27615.12
800CF3380,300348.14
800CF3380,300348.14
800CF3380,300348.14
800CF3380,3071.86
800CF3380,5343.27
800CF3380,578245.85
800CF3380,578245.85
800CF3380,578245.85
800CF3380,9131.91
800CF3760,5772.09
800CF3760,5772.09
800CF3760,5772.09
800CF3760,5772.09
800CF3760,5772.09
800CF3C00,21409.22
800CF3EE0,29754.8
800CF3EE0,7429.21
800CF5250,300275.0
800CF59F0,9297328.16
800CF61F0,3978.49
800CF61F0,3978.49
800CF61F0,3978.49
800CF6240,16282.53
800CF6240,3427.57
800CF6240,3427.57
800CF6240,3427.57
800CF6240,3940.04
800CF6EA0,4895.08
800CF6EA0,5982.08
800CF7AF0,3314.28
800CF7CF0,5344.55
800CF8520,8110.18
800CF8520,8110.18
800CF8520,8110.18
800CF8A50,8054.77
800CF8A50,8054.77
800CF8A50,8054.77
800CF8A50,8054.77
800CF8A50,8054.77
800CF8C40,7362.09
800CF9310,6816.11
800CF9310,6816.11
800CF9310,6816.11
800CF9980,10842.1
800CF9980,10842.1
800CF9980,10842.1
800CF9980,6177.9
800CF9A70,9764.44
800CF9A70,9764.44
800CF9A70,9764.44
800CF9B60,3769.9
800CFAB10,7860.12
800CFAB10,8890.61
800CFB310,16685.39
800CFB310,3927.74
800CFB310,3927.74
800CFB310,3927.74
800CFB310,8969.39
800CFB550,13869126.45
800CFB550,19639.92
800CFB550,2263333.68
800CFB550,27596.72
800CFB550,7163029.28
800CFB550,943005.25
800CFE0B0,11471.92
800CFE0B0,11471.92
800CFE0B0,11471.92
800CFE0B0,11471.92
800CFE0B0,11471.92
800CFE0B0,6123.84
800CFE0B0,6123.84
800CFE0B0,6123.84
800CFE6E0,7634.11
800CFF0A0,22441.95
800CFF0A0,5645.11
800CFF0A0,7308.98
800CFF290,8457.73
800CFF290,8457.73
800CFF290,8457.73
800CFF480,20106.71
800CFF480,4467.28
800CFF480,9810.17
800CFF9C0,246688.52
800CFFD00,4444.32
800CFFD00,4444.32
800CFFD00,4444.32
800CFFD00,4444.32
800CFFD00,4444.32
800CFFEF0,232215.19
800D004A0,2151046.0
800D03180,3107.63
800D03180,3107.63
800D03180,3107.63
800D03180,8465.14
800D040D0,3057.94
800D04260,3376.06
800D045C0,7005.0
800D04990,16600.54
800D04990,17069.5
800D04990,5002.76
800D04990,7082390.03
800D04990,7082390.03
800D04990,7082390.03
800D04990,7082390.03
800D04990,7082390.03
800D04990,8133289.9
800D04990,8133289.9
800D04990,8133289.9
800D04990,8133289.9
800D04990,8133289.9
800D08E60,4943.36
800D08E60,4943.36
800D08E60,4943.36
800D0A810,6561.4
800D0C770,20691.18
800D0C770,20691.18
800D0C770,20691.18
800D0C770,20691.18
800D0C770,20691.18
800D0F3E0,12743.62
800D0F3E0,4278.25
800D0F3E0,4278.25
800D0F3E0,4278.25
800D0F3E0,5386.21
800D0FA10,550821.88
800D0FA10,550821.88
800D0FA10,550821.88
800D0FA60,28045.25
800D0FA60,289720.66
800D0FF00,12728.67
800D0FF00,12728.67
800D0FF00,12728.67
800D0FF00,13779.9
800D0FF00,19074.86
800D10340,27792.96
800D10340,8493.0
800D10340,9089.37
800D10900,18119.37
800D10900,350983.98
800D10900,3940.83
800D10AF0,19392.37
800D10AF0,19392.37
800D10AF0,19392.37
800D10AF0,308124.93
800D10AF0,308124.93
800D10AF0,308124.93
800D10AF0,4796.34
800D10AF0,744814.76
800D10AF0,744814.76
800D10AF0,744814.76
800D11170,356942.99
800D11170,9388.83
800D114D0,26020.95
800D11C90,267941.65
800D11C90,267941.65
800D11C90,267941.65
800D127D0,19824.62
800D127D0,19824.62
800D127D0,19824.62
800D127D0,6849.11
800D12C30,13238.5
800D13170,3491.47
800D13170,3491.47
800D13170,3491.47
800D13170,4661.25
800D139C0,20315.28
800D13F50,13187.54
800D13F50,14153.99
800D13F50,741701.17
800D13FF0,231772.11
800D13FF0,231772.11
800D13FF0,231772.11
800D13FF0,26853.59
800D13FF0,26853.59
800D13FF0,26853.59
800D142F0,17273.98
800D142F0,27041.21
800D142F0,27041.21
800D142F0,27041.21
800D142F0,5985.77
800D144E0,7810.23
800D14530,12638.3
800D14530,12638.3
800D14530,12638.3
800D14A10,4517.12
800D14A60,3578.99
800D14A60,3578.99
800D14A60,3578.99
800D160B0,1106841.74
800D160B0,11601.27
800D160B0,11601.27
800D160B0,11601.27
800D160B0,12424.97
800D160B0,1329388.58
800D160B0,7167.61
800D163F0,19736.43
800D163F0,19736.43
800D163F0,19736.43
800D163F0,19736.43
800D163F0,19736.43
800D17C60,3288.26
800D17C60,3288.26
800D17C60,3288.26
800D18010,20669.58
800D18010,246237.98
800D18010,246237.98
800D18010,246237.98
800D18010,246237.98
800D18010,246237.98
800D19330,11480.18
800D19330,11480.18
800D19330,11480.18
800D19330,11480.18
800D19330,11480.18
800D19330,8785.08
800D19DA0,19000.42
800D19DA0,5277119.91
800D19DA0,7443.14
800D19DA0,7443.14
800D19DA0,7443.14
800D19DA0,7443.14
800D19DA0,7443.14
800D19DA0,9386505.14
800D1A410,1757269.57
800D1A410,1757269.57
800D1A410,1757269.57
800D1A410,8572788.0
800D1A4B0,5855.33
800D1A6F0,1023865.86
800D1A6F0,1224968.0
800D1A6F0,8100.41
800D1AB30,1037971.83
800D1AB30,1131828.81
800D1AB30,23742.05
800D1AB30,5559884.47
800D1AB30,6915.06
800D1AB30,6915.06
800D1AB30,6915.06
800D1AB30,826175.19
800D1AD80,8909.35
800D1B760,363654.5
800D1B760,363654.5
800D1B760,363654.5
800D1B760,402162488.0
800D1B760,5192.02
800D1B760,872691.9
800D1B8A0,19447384.93
800D1B8A0,6380.45
800D1B8A0,8561.58
800D1BD30,5511.08
800D1C450,28325.37
800D1C450,35339186.61
800D1C450,4874608.46
800D1C450,93274719.11
800D1C880,23755102.0
800D1C8D0,10330.9
800D1C8D0,17276.08
800D1C8D0,5929210.6
800D1CD80,28375.5
800D1D650,5640.54
800D1D650,5640.54
800D1D650,5640.54
800D1D650,5640.54
800D1D650,5640.54
800D1D8E0,11622.26
800D1D8E0,294206.18
800D1D8E0,508586.18
800D1F930,622147.0
800D1FE80,3373.37
800D20120,12226.77
800D20120,20009.73
800D20120,20009.73
800D20120,20009.73
800D20860,13083.66
800D20860,13083.66
800D20860,13083.66
800D20860,23991.86
800D20860,3339.69
800D20860,3339.69
800D20860,3339.69
800D211A0,12837.2
800D211A0,12837.2
800D211A0,12837.2
800D211A0,28769.46
800D211F0,4250876.14
800D21680,15651361.08
800D21680,19588.71
800D21680,222881.95
800D21D70,10077.41
800D223D0,2650660.0
800D22AA0,27388.64
800D22D90,3100.69
800D22D90,3100.69
800D22D90,3100.69
800D22D90,356364.32
800D22D90,356364.32
800D22D90,356364.32
800D232F0,14453.02
800D232F0,16623045.89
800D232F0,31780751.72
800D232F0,318556.91
800D236D0,4291.4
800D24690,7280.01
800D24690,7280.01
800D24690,7280.01
800D24980,1827028.68
800D24980,1827028.68
800D24980,1827028.68
800D24980,1827028.68
800D24980,1827028.68
800D24FB0,577169.54
800D253C0,4095.67
800D258A0,1365910.09
800D258A0,1365910.09
800D258A0,1365910.09
800D258A0,1365910.09
800D258A0,1365910.09
800D258A0,14101.06
800D258A0,14101.06
800D258A0,14101.06
800D258A0,14101.06
800D258A0,14101.06
800D258A0,846230.82
800D258A0,846230.82
800D258A0,846230.82
800D258A0,846230.82
800D258A0,846230.82
800D2C240,13382.46
800D2C240,13382.46
800D2C240,13382.46
800D2C240,3526.52
800D2C240,3770.68
800D2C9D0,16931.87
800D2C9D0,18304273.06
800D2C9D0,230294.36
800D2C9D0,5808.04
800D2C9D0,5808.04
800D2C9D0,5808.04
800D2C9D0,5808.04
800D2C9D0,5808.04
800D2CA70,772378.0
800D2CED0,3845.13
800D2DA60,18701.07
800D2DA60,18701.07
800D2DA60,18701.07
800D2DA60,18701.07
800D2DA60,18701.07
800D2DA60,365421.7
800D2DA60,365421.7
800D2DA60,365421.7
800D2DA60,365421.7
800D2DA60,365421.7
800D2F090,3133.09
800D2F780,13555.79
800D2F780,13555.79
800D2F780,13555.79
800D2F780,13555.79
800D2F780,13555.79
800D2F780,1920215.33
800D2F780,26477.54
800D2F780,26477.54
800D2F780,26477.54
800D2F780,26477.54
800D2F780,26477.54
800D2F9D0,22977.05
800D2F9D0,22977.05
800D2F9D0,22977.05
800D2FC30,10286.05
800D2FC30,3174.51
800D30240,4798.69
800D30240,4798.69
800D30240,4798.69
800D30240,4798.69
800D30240,4798.69
800D30240,6058.67
800D30F60,10931.53
800D30F60,10931.53
800D30F60,10931.53
800D30F60,13118.87
800D319C0,15503.39
800D340D0,4667.83
800D340D0,4667.83
800D340D0,4667.83
800D34460,8984.77
800D352F0,16603.34
800D352F0,3590.15
800D352F0,3590.15
800D352F0,3590.15
800D352F0,4553.42
800D35FF0,14363.23
800D35FF0,6585.85
800D35FF0,6585.85
800D35FF0,6585.85
800D35FF0,6585.85
800D35FF0,6585.85
800D35FF0,7615.12
800D35FF0,7615.12
800D35FF0,7615.12
800D36A70,5344.82
800D36A70,5344.82
800D36A70,5344.82
800D36A70,933006.58
800D36A70,933006.58
800D36A70,933006.58
800D3B0E0,10280725.87
800D3B0E0,10280725.87
800D3B0E0,10280725.87
800D3B0E0,2425672.45
800D3B0E0,2425672.45
800D3B0E0,2425672.45
800D3B900,12544.89
800D3B900,12544.89
800D3B900,12544.89
800D3B900,12544.89
800D3B900,12544.89
800D3B900,4720.62
800D3E030,3442538.0
800D3E350,9384.36
800D3E350,9384.36
800D3E350,9384.36
800D3ED60,10088386.99
800D3ED60,11659400.51
800D3ED60,22657.98
800D3ED60,3774.93
800D3ED60,5848693.84
800D3F070,16187.95
800D3F070,45725891.98
800D3F960,17143.66
800D3F960,17143.66
800D3F960,17143.66
800D3F960,17159.02
800D3F960,3522.11
800D3F960,3522.11
800D3F960,3522.11
800D3F960,3522.11
800D3F960,3522.11
800D3FA00,3187.94
800D40000,3249.0
800D40000,5148.32
800D40E30,4478.84
800D40E30,4478.84
800D40E30,4478.84
800D41360,3530.35
800D41360,3530.35
800D41360,3530.35
800D41360,3530.35
800D41360,3530.35
800D41360,5271.31
800D41360,6418.41
800D41400,5463.64
800D41400,5463.64
800D41400,5463.64
800D414F0,14078.21
800D43E10,21725.9
800D449C0,2236099.53
800D449C0,2558054.96
800D44B50,22279.35
800D44B50,2558034.04
800D44B50,2764243.91
800D44B50,2921017.73
800D459A0,16203634.29
800D459F0,10869.73
800D459F0,10869.73
800D459F0,10869.73
800D459F0,10869.73
800D459F0,10869.73
800D459F0,7102.7
800D459F0,9279.48
800D459F0,9279.48
800D459F0,9279.48
800D46490,1048549.89
800D46490,1048549.89
800D46490,1048549.89
800D46490,1048549.89
800D46490,1048549.89
800D46490,21833.72
800D46490,21833.72
800D46490,21833.72
800D46490,21833.72
800D46490,21833.72
800D46490,464778.89
800D46490,464778.89
800D46490,464778.89
800D46490,464778.89
800D46490,464778.89
800D46490,5669.34
800D46490,5669.34
800D46490,5669.34
800D46B10,6008.29
800D46B10,6008.29
800D46B10,6008.29
800D46B10,9998.0
800D47680,432201.0
800D47770,11694874.56
800D47770,12485.07
800D487C0,17831.34
800D487C0,3657.71
800D487C0,3657.71
800D487C0,3657.71
800D4D530,16863.74
800D4F980,818979.75
800D4F980,818979.75
800D4F980,818979.75
800D4F980,818979.75
800D4F980,818979.75
800D4FE40,1577358.19
800D4FE40,19330.53
800D4FE40,22430.94
800D4FE40,22430.94
800D4FE40,22430.94
800D4FE40,22430.94
800D4FE40,22430.94
800D4FE40,3780817.85
800D4FE40,495039.07
800D50340,15928.78
800D511E0,248926.96
800D511E0,3126.94
800D5D4C0,4266.99
800D5D4C0,4266.99
800D5D4C0,4266.99
800D5D4C0,4266.99
800D5D4C0,4266.99
800D5FED0,12822.7
800D5FED0,14254.58
800D5FED0,14254.58
800D5FED0,14254.58
800D5FED0,14254.58
800D5FED0,14254.58
800D74E60,17826.29
800D74E60,19545.9
800D74E60,360649.72
800D75A80,3149.69
800D75A80,4130.19
800D75A80,4130.19
800D75A80,4130.19
800D76B90,11175.39
800D76D80,11382.74
800D76D80,29772.99
800D76D80,4506.95
800D76D80,4506.95
800D76D80,4506.95
800D76D80,4506.95
800D76D80,4506.95
800D76D80,4875.79
800D772D0,27526.82
800D772D0,5717.2
800D772D0,5717.2
800D772D0,5717.2
800D772D0,5717.2
800D772D0,5717.2
800D772D0,739807.2
800D772D0,739807.2
800D772D0,739807.2
800D772D0,739807.2
800D772D0,739807.2
800D77710,25354.11
800D77710,25354.11
800D77710,25354.11
800D77C50,16113313.0
800D77EC0,26650.29
800D77EC0,3897.57
800D77EC0,3897.57
800D77EC0,3897.57
800D77EC0,9368.37
800D78800,123147609.87
800D78800,79228108.22
800D78800,99278346.06
800D78BA0,10990.69
800D78BA0,10990.69
800D78BA0,10990.69
800D78BA0,20931.86
800D78BA0,20931.86
800D78BA0,20931.86
800D78BA0,29942.19
800D78BA0,3012.83
800D78BA0,3012.83
800D78BA0,3012.83
800D78BA0,312705.45
800D78BA0,312705.45
800D78BA0,312705.45
800D78BF0,1491182.53
800D78BF0,28840.24
800D78BF0,3924.67
800D78BF0,456368.1
800D78BF0,5544.15
800D78BF0,797596.97
800D79380,18401.83
800D79DF0,26811.55
800D79DF0,413338.03
800D79DF0,547096.99
800D7A050,22547.56
800D7A050,3504.23
800D7A050,3504.23
800D7A050,3504.23
800D7A050,3504.23
800D7A050,3504.23
800D7A050,7547462.15
800D7A050,9088591.88
800D7A3C0,15328.46
800D7A3C0,15328.46
800D7A3C0,15328.46
800D7A3C0,5103.51
800D7A3C0,5103.51
800D7A3C0,5103.51
800D7A3C0,5780.77
800D7A3C0,5780.77
800D7A3C0,5780.77
800D7B280,17484.72
800D7B280,3328.08
800D7B280,6412.61
800D7BA80,12959.06
800D7BA80,12959.06
800D7BA80,12959.06
800D7BA80,27695143.11
800D7BA80,27695143.11
800D7BA80,27695143.11
800D7BA80,30514901.93
800D7BA80,30514901.93
800D7BA80,30514901.93
800D7BA80,6871.2
800D7BCF0,22612.08
800D7BCF0,4257217.49
800D7BCF0,7867.07
800D7D360,310591.54
800D7D360,676436.22
800D7D770,18386.41
800D7D770,3115.86
800D7D770,3115.86
800D7D770,3115.86
800D7E140,3352.01
800D7E140,3352.01
800D7E140,3352.01
800D7E530,1154958.43
800D7E530,1154958.43
800D7E530,1154958.43
800D7E530,1231713.99
800D7E530,1231713.99
800D7E530,1231713.99
800D7E530,1231713.99
800D7E530,1231713.99
800D7E530,4254.92
800D7E530,4254.92
800D7E530,4254.92
800D7E530,4254.92
800D7E530,4254.92
800D7E530,5285059.14
800D7E530,5285059.14
800D7E530,5285059.14
800D7E530,5285059.14
800D7E530,5285059.14
800D7F060,16832.5
800D7F060,3089.39
800D80150,24492.51
800D80150,32627112.85
800D80150,608404551.31
800D807A0,13523.37
800D807A0,13523.37
800D807A0,13523.37
800D807A0,19381.5
800D807A0,19381.5
800D807A0,19381.5
800D807A0,19381.5
800D807A0,19381.5
800D807A0,385023.31
800D807A0,385023.31
800D807A0,385023.31
800D807A0,385023.31
800D807A0,385023.31
800D807A0,858898.2
800D807A0,858898.2
800D807A0,858898.2
800D807A0,858898.2
800D807A0,858898.2
800D81270,290526.94
800D81890,6285.84
800D81930,18352.85
800D82030,9000.24
800D823C0,3777.69
800D823C0,3777.69
800D823C0,3777.69
800D823C0,3777.69
800D823C0,3777.69
800D842E0,25062.84
800D842E0,5733.41
800D84990,10694.75
800D856B0,8734.08
800D87200,3007.05
800D87A30,288841.35
800D87A30,3428.02
800D87D50,19610.3
800D881B0,26674.46
800D881B0,9306.06
800D88A80,10552.04
800D88A80,19642.14
800D88A80,5034.51
800D89470,3649.51
800D89470,3649.51
800D89470,3649.51
800D89470,788382.8
800D89470,788382.8
800D89470,788382.8
800D89470,788382.8
800D89470,788382.8
800D89A80,1094360.13
800D89A80,23772.74
800D89A80,685724.48
800D89A80,744753.54
800D89E80,15565.75
800D89E80,15565.75
800D89E80,15565.75
800D89E80,16667.59
800D89E80,2127040.58
800D89E80,2127040.58
800D89E80,2127040.58
800D89E80,932235.35
800D89E80,932235.35
800D89E80,932235.35
800D8A0B0,3163.5
800D8A0B0,3163.5
800D8A0B0,3163.5
800D8A0B0,3163.5
800D8A0B0,3163.5
800D8A9A0,6328.69
800D8ACC0,1121922.51
800D8ACC0,1121922.51
800D8ACC0,1121922.51
800D8ACC0,1264436.07
800D8ACC0,259902.38
800D8ACC0,259902.38
800D8ACC0,259902.38
800D8ACC0,26848.37
800D8ACC0,26848.37
800D8ACC0,26848.37
800D8ACC0,3229.52
800D8B3D0,22434.35
800D8B6A0,22344.06
800D8B6A0,3528602.41
800D8B6A0,450427.7
800D8C0F0,11952.28
800D8C0F0,9411.07
800D8C0F0,9411.07
800D8C0F0,9411.07
800D8C560,7259.85
800D8C6A0,10173.2
800D8C6A0,10173.2
800D8C6A0,10173.2
800D8C6A0,5177.45
800D8C6A0,5177.45
800D8C6A0,5177.45
800D8D020,4435.32
800D8E380,14741.26
800D8E380,4121.95
800D8EC00,377341.05
800D8F2D0,18211.41
800D8F2D0,27948.47
800D8F2D0,27948.47
800D8F2D0,27948.47
800D8F2D0,565296.93
800D8F2D0,565296.93
800D8F2D0,565296.93
800D8FF90,10508.22
800D8FF90,20507.86
800D8FF90,20507.86
800D8FF90,20507.86
800D8FF90,751148.63
800D8FF90,751148.63
800D8FF90,751148.63
800D903D0,22012.09
800D903D0,22012.09
800D903D0,22012.09
800D903D0,22012.09
800D903D0,22012.09
800D90F70,279944.86
800D90F70,279944.86
800D90F70,279944.86
800D91C20,13057.21
800D91C20,13057.21
800D91C20,13057.21
800D91C20,13057.21
800D91C20,13057.21
800D91C20,243700.55
800D91C20,243700.55
800D91C20,243700.55
800D91C20,243700.55
800D91C20,243700.55
800D91C20,977134.07
800D91C20,977134.07
800D91C20,977134.07
800D91C20,977134.07
800D91C20,977134.07
800D92200,18778.28
800D92200,28664916.0
800D92200,3794428.69
800D92420,14243.06
800D92420,14243.06
800D92420,14243.06
800D92420,22791.76
800D92610,3724.72
800D92610,3724.72
800D92610,3724.72
800D92610,4316.18
800D92610,4316.18
800D92610,4316.18
800D92DD0,1319154.56
800D92DD0,1319154.56
800D92DD0,1319154.56
800D92E20,12257.09
800D93450,1165134.05
800D93450,13396509.27
800D93450,13685.96
800D93450,5106.07
800D93450,5106.07
800D93450,5106.07
800D93AB0,10196.82
800D93AB0,5695.64
800D93AB0,5695.64
800D93AB0,5695.64
800D93AB0,5695.64
800D93AB0,5695.64
800D94290,17105.66
800D94290,17343.42
800D94290,3203208.13
800D94290,4819805.19
800D94670,12706.11
800D94670,20289.09
800D94670,20289.09
800D94670,20289.09
800D94F00,22250.93
800D94F00,22250.93
800D94F00,22250.93
800D94F00,428381.27
800D94F00,4443.3
800D95150,6927.19
800D953E0,291652.84
800D953E0,291652.84
800D953E0,291652.84
800D953E0,8805.82
800D953E0,8805.82
800D953E0,8805.82
800D95700,3334.29
800D95700,410512.0
800D959F0,11193.97
800D959F0,3637.78
800D959F0,3637.78
800D959F0,3637.78
800D95BE0,3091.82
800D97290,1580211.96
800D97290,27430.72
800D97290,4578880.07
800D97290,955362.83
800D97500,3889.93
800D97500,3889.93
800D97500,3889.93
800D97500,3889.93
800D97500,3889.93
800D97770,3770.13
800D979F0,8990.28
800D979F0,8990.28
800D979F0,8990.28
800D979F0,8990.28
800D979F0,8990.28
800D98E80,23444.8
800D99410,4735.75
800D99A80,40639008.97
800D99A80,41082266.97
800D99A80,5643.52
800D9A990,3408.13
800D9A990,3408.13
800D9A990,3408.13
800D9A990,3408.13
800D9A990,3408.13
800D9AC70,21706.82
800D9ACC0,13628.11
800D9ACC0,1851548.48
800D9ACC0,936055.08
800D9AEB0,6758.9
800D9AEB0,6758.9
800D9AEB0,6758.9
800D9BC90,6662.2
800D9C890,9245.81
800D9D090,4813.05
800D9D090,4813.05
800D9D090,4813.05
800D9D090,5909108.05
800D9D090,5909108.05
800D9D090,5909108.05
800D9DA90,23903.84
800D9DA90,363465.27
800D9DA90,363465.27
800D9DA90,363465.27
800D9DA90,4075.06
800D9DA90,4075.06
800D9DA90,4075.06
800D9DA90,483537.06
800D9DA90,606434.19
800D9E230,22735.95
800D9EA60,4641.31
800D9EA60,6189.68
800D9EA60,6189.68
800D9EA60,6189.68
800D9EB00,799210.0
800D9EDA0,29821.67
800D9EDA0,3260.68
800D9EDA0,4625.43
800D9F120,12505.93
800D9F120,12505.93
800D9F120,12505.93
800D9F120,27867.96
800D9F120,4621.1
800D9F430,14228478.0
800D9F620,14279.5
800D9F620,9171.63
800D9F620,9171.63
800D9F620,9171.63
800D9FF90,17578186.13
800D9FF90,20426.16
800D9FF90,2509213.23
800D9FF90,4208173.66
800D9FF90,566457.58
800D9FF90,566457.58
800D9FF90,566457.58
800DA01A0,428799.51
800DA01A0,428799.51
800DA01A0,428799.51
800DA01A0,5776.8
800DA01A0,5776.8
800DA01A0,5776.8
800DA01A0,982535.63
800DA01A0,982535.63
800DA01A0,982535.63
800DA07C0,20971.67
800DA0900,1644888.03
800DA0900,3399.51
800DA0900,3399.51
800DA0900,3399.51
800DA0900,3399.51
800DA0900,3399.51
800DA0B50,16034676.0
800DA0B50,5193.48
800DA0C40,370494.81
800DA0C40,370494.81
800DA0C40,370494.81
800DA0C40,4190.57
800DA0C40,4190.57
800DA0C40,4190.57
800DA0C40,4190.57
800DA0C40,4190.57
800DA0E30,18339.29
800DA0E30,2128967.99
800DA0E30,23185.18
800DA0E30,4618.72
800DA1210,12403.49
800DA1210,12403.49
800DA1210,12403.49
800DA1210,12403.49
800DA1210,12403.49
800DB8300,17809.61
800DB8300,17809.61
800DB8300,17809.61
800DC2A70,10239.12
800DC2A70,10239.12
800DC2A70,10239.12
800DC2A70,5352975.21
800DC2A70,5352975.21
800DC2A70,5352975.21
800DC2A70,5368380.03
800DC2A70,5368380.03
800DC2A70,5368380.03
800DCD6C0,7425.74
800DCF740,13481.55
800DCF740,13481.55
800DCF740,13481.55
800DCF740,13481.55
800DCF740,13481.55
800DCFAB0,13073.21
800DD0310,16087.48
800DD0310,3934.02
800DD0310,3934.02
800DD0310,3934.02
800DD0920,10251.88
800DD0920,315260.99
800DD0CA0,10618.66
800DD0CA0,10618.66
800DD0CA0,10618.66
800DD0CA0,29978.39
800DD1A60,1245908.23
800DD2110,3520.44
800DD2360,4441830.1
800DD29B0,3177.09
800DD29B0,3177.09
800DD29B0,3177.09
800DD29B0,3177.09
800DD29B0,3177.09
800DD29B0,3865.45
800DD29B0,3865.45
800DD29B0,3865.45
800DD29B0,4273.57
800DD3190,3432599.51
800DD3C30,1742787.59
800DD3C30,1823705.24
800DD3C30,3699.72
800DD3C30,3699.72
800DD3C30,3699.72
800DD3C30,7439.48
800DD3C30,7439.48
800DD3C30,7439.48
800DD3D60,5009.35
800DD3D60,5009.35
800DD3D60,5009.35
800DD40E0,5066.41
800DD40E0,5066.41
800DD40E0,5066.41
